experiment_group,workflow_version,priority,rule_name,image_name,user_role,company_size,industry,cloud_provider,plan_type,total_alert_views,total_investigations,total_remediations,investigation_rate,remediation_rate,avg_time_to_investigate_minutes
treatment,runtime_context_panel,WARNING,Mount Launched in Privileged Container,busybox:latest,devops_engineer,small,health,gcp,free,2,1,1,0.5,0.5,43
treatment,runtime_context_panel,WARNING,Delete or rename shell history,busybox:latest,devops_engineer,small,health,gcp,free,1,1,1,1,1,97
treatment,runtime_context_panel,CRITICAL,Unprivileged Delegation of Page Faults Handling to a Userspace Process,busybox:latest,devops_engineer,small,health,gcp,free,1,1,1,1,1,48
treatment,runtime_context_panel,ERROR,Write below root,busybox:latest,devops_engineer,small,health,gcp,free,2,1,0,0.5,0,57
treatment,runtime_context_panel,WARNING,Search Private Keys or Passwords,falcosecurity/event-generator,devops_engineer,small,health,gcp,free,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Delete or rename shell history,falcosecurity/event-generator,devops_engineer,small,health,gcp,free,1,1,1,1,1,65
treatment,runtime_context_panel,WARNING,Clear Log Activities,falcosecurity/event-generator,security_engineer,small,health,gcp,free,1,0,0,0,0,
treatment,runtime_context_panel,CRITICAL,Unprivileged Delegation of Page Faults Handling to a Userspace Process,falcosecurity/event-generator,security_engineer,small,health,gcp,free,1,1,1,1,1,6
treatment,runtime_context_panel,CRITICAL,Sudo Potential Privilege Escalation,busybox:latest,platform_engineer,small,health,gcp,free,2,2,1,1,0.5,56.5
treatment,runtime_context_panel,WARNING,Launch Disallowed Container,falcosecurity/event-generator,platform_engineer,small,health,gcp,free,1,1,1,1,1,14
treatment,runtime_context_panel,WARNING,Linux Kernel Module Injection Detected,busybox:latest,platform_engineer,small,health,gcp,free,2,2,1,1,0.5,97.5
treatment,runtime_context_panel,ERROR,Read ssh information,busybox:latest,platform_engineer,small,health,gcp,free,2,2,1,1,0.5,81
treatment,runtime_context_panel,WARNING,Delete or rename shell history,busybox:latest,platform_engineer,small,health,gcp,free,1,1,1,1,1,36
treatment,runtime_context_panel,ERROR,Write below rpm database,falcosecurity/event-generator,platform_engineer,small,health,gcp,free,1,1,1,1,1,18
treatment,runtime_context_panel,ERROR,Container Drift Detected (chmod),busybox:latest,platform_engineer,small,health,gcp,free,1,1,0,1,0,1
treatment,runtime_context_panel,WARNING,Linux Kernel Module Injection Detected,falcosecurity/event-generator,platform_engineer,small,health,gcp,free,1,1,0,1,0,26
treatment,runtime_context_panel,WARNING,Outbound or Inbound Traffic not to Authorized Server Process and Port,busybox:latest,platform_engineer,small,health,gcp,free,2,2,2,1,1,105.5
treatment,runtime_context_panel,ERROR,Write below etc,busybox:latest,platform_engineer,small,health,gcp,free,3,2,1,0.66666666666666663,0.33333333333333331,67
treatment,runtime_context_panel,ERROR,Mkdir binary dirs,busybox:latest,platform_engineer,small,health,gcp,free,1,1,1,1,1,2
treatment,runtime_context_panel,ERROR,Write below binary dir,busybox:latest,platform_engineer,small,health,gcp,free,1,1,1,1,1,88
treatment,runtime_context_panel,WARNING,Outbound Connection to C2 Servers,falcosecurity/event-generator,platform_engineer,small,health,gcp,free,1,1,1,1,1,29
treatment,runtime_context_panel,WARNING,Outbound Connection to C2 Servers,busybox:latest,platform_engineer,small,fintech,gcp,pro,2,1,1,0.5,0.5,11
treatment,runtime_context_panel,ERROR,Modify binary dirs,falcosecurity/event-generator,platform_engineer,small,fintech,gcp,pro,2,2,1,1,0.5,14.5
treatment,runtime_context_panel,WARNING,Remove Bulk Data from Disk,falcosecurity/event-generator,platform_engineer,small,fintech,gcp,pro,2,0,0,0,0,
treatment,runtime_context_panel,CRITICAL,Sudo Potential Privilege Escalation,busybox:latest,platform_engineer,small,fintech,gcp,pro,3,2,2,0.66666666666666663,0.66666666666666663,63.5
treatment,runtime_context_panel,WARNING,Outbound or Inbound Traffic not to Authorized Server Process and Port,busybox:latest,platform_engineer,small,fintech,gcp,pro,1,1,0,1,0,116
treatment,runtime_context_panel,WARNING,Netcat Remote Code Execution in Container,busybox:latest,platform_engineer,small,fintech,gcp,pro,2,2,2,1,1,87
treatment,runtime_context_panel,CRITICAL,Detect outbound connections to common miner pool ports,busybox:latest,platform_engineer,small,fintech,gcp,pro,1,1,1,1,1,103
treatment,runtime_context_panel,WARNING,Linux Kernel Module Injection Detected,busybox:latest,platform_engineer,small,fintech,gcp,pro,1,1,1,1,1,12
treatment,runtime_context_panel,WARNING,Mount Launched in Privileged Container,busybox:latest,platform_engineer,small,fintech,gcp,pro,2,2,1,1,0.5,98.5
treatment,runtime_context_panel,WARNING,Read sensitive file untrusted,falcosecurity/event-generator,platform_engineer,small,fintech,gcp,pro,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Redirect STDOUT/STDIN to Network Connection in Container,busybox:latest,platform_engineer,small,fintech,gcp,pro,1,1,0,1,0,28
treatment,runtime_context_panel,ERROR,Create files below dev,busybox:latest,platform_engineer,small,fintech,gcp,pro,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Read ssh information,busybox:latest,platform_engineer,small,fintech,gcp,pro,1,1,0,1,0,17
treatment,runtime_context_panel,WARNING,Network Connection outside Local Subnet,busybox:latest,platform_engineer,small,fintech,gcp,pro,1,1,1,1,1,59
treatment,runtime_context_panel,WARNING,Clear Log Activities,busybox:latest,platform_engineer,small,fintech,gcp,pro,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Container Drift Detected (chmod),busybox:latest,security_engineer,small,fintech,gcp,pro,1,1,0,1,0,86
treatment,runtime_context_panel,CRITICAL,Detect crypto miners using the Stratum protocol,busybox:latest,security_engineer,small,fintech,gcp,pro,3,2,1,0.66666666666666663,0.33333333333333331,78.5
treatment,runtime_context_panel,CRITICAL,Sudo Potential Privilege Escalation,falcosecurity/event-generator,security_engineer,small,fintech,gcp,pro,1,1,1,1,1,79
treatment,runtime_context_panel,ERROR,Write below rpm database,falcosecurity/event-generator,security_engineer,small,fintech,gcp,pro,1,1,0,1,0,72
treatment,runtime_context_panel,WARNING,Clear Log Activities,falcosecurity/event-generator,security_engineer,small,fintech,gcp,pro,1,1,0,1,0,2
treatment,runtime_context_panel,ERROR,Container Drift Detected (open+create),busybox:latest,security_engineer,small,fintech,gcp,pro,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Netcat Remote Code Execution in Container,busybox:latest,security_engineer,small,fintech,gcp,pro,1,1,1,1,1,17
treatment,runtime_context_panel,ERROR,Write below monitored dir,busybox:latest,platform_engineer,small,fintech,gcp,pro,2,2,1,1,0.5,32.5
treatment,runtime_context_panel,CRITICAL,Unprivileged Delegation of Page Faults Handling to a Userspace Process,busybox:latest,platform_engineer,small,fintech,gcp,pro,1,1,1,1,1,24
treatment,runtime_context_panel,WARNING,Remove Bulk Data from Disk,busybox:latest,platform_engineer,small,fintech,gcp,pro,1,1,0,1,0,100
treatment,runtime_context_panel,ERROR,Launch Package Management Process in Container,busybox:latest,platform_engineer,small,fintech,gcp,pro,1,1,0,1,0,73
treatment,runtime_context_panel,WARNING,Read sensitive file untrusted,busybox:latest,platform_engineer,small,fintech,gcp,pro,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Write below rpm database,busybox:latest,platform_engineer,small,fintech,gcp,pro,1,1,1,1,1,105
treatment,runtime_context_panel,WARNING,Linux Kernel Module Injection Detected,busybox:latest,security_engineer,small,fintech,gcp,pro,1,1,1,1,1,96
treatment,runtime_context_panel,WARNING,Launch Disallowed Container,falcosecurity/event-generator,security_engineer,small,fintech,gcp,pro,2,1,1,0.5,0.5,31
treatment,runtime_context_panel,ERROR,Write below monitored dir,busybox:latest,security_engineer,small,fintech,gcp,pro,1,1,0,1,0,78
treatment,runtime_context_panel,ERROR,Write below rpm database,busybox:latest,security_engineer,small,fintech,gcp,pro,1,1,1,1,1,85
treatment,runtime_context_panel,ERROR,Create files below dev,busybox:latest,security_engineer,small,fintech,gcp,pro,1,1,1,1,1,29
treatment,runtime_context_panel,WARNING,Read sensitive file trusted after startup,busybox:latest,platform_engineer,medium,ecommerce,aws,pro,2,2,1,1,0.5,50.5
treatment,runtime_context_panel,WARNING,Debugfs Launched in Privileged Container,busybox:latest,platform_engineer,medium,ecommerce,aws,pro,2,2,1,1,0.5,37
treatment,runtime_context_panel,WARNING,Delete or rename shell history,falcosecurity/event-generator,platform_engineer,medium,ecommerce,aws,pro,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Network Connection outside Local Subnet,busybox:latest,platform_engineer,medium,ecommerce,aws,pro,1,1,1,1,1,89
treatment,runtime_context_panel,WARNING,Delete Bash History,busybox:latest,platform_engineer,medium,ecommerce,aws,pro,2,1,1,0.5,0.5,12
treatment,runtime_context_panel,ERROR,Write below binary dir,falcosecurity/event-generator,platform_engineer,medium,ecommerce,aws,pro,1,1,1,1,1,61
treatment,runtime_context_panel,WARNING,Remove Bulk Data from Disk,busybox:latest,platform_engineer,medium,ecommerce,aws,pro,2,2,1,1,0.5,73
treatment,runtime_context_panel,CRITICAL,Sudo Potential Privilege Escalation,busybox:latest,platform_engineer,medium,ecommerce,aws,pro,1,1,1,1,1,80
treatment,runtime_context_panel,ERROR,Read ssh information,busybox:latest,platform_engineer,medium,ecommerce,aws,pro,2,1,1,0.5,0.5,57
treatment,runtime_context_panel,ERROR,Modify binary dirs,busybox:latest,platform_engineer,medium,ecommerce,aws,pro,1,1,1,1,1,86
treatment,runtime_context_panel,CRITICAL,Unprivileged Delegation of Page Faults Handling to a Userspace Process,busybox:latest,platform_engineer,medium,ecommerce,aws,pro,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Search Private Keys or Passwords,falcosecurity/event-generator,platform_engineer,medium,ecommerce,aws,pro,1,1,1,1,1,69
treatment,runtime_context_panel,ERROR,Create files below dev,falcosecurity/event-generator,platform_engineer,medium,ecommerce,aws,pro,1,0,0,0,0,
treatment,runtime_context_panel,CRITICAL,Sudo Potential Privilege Escalation,falcosecurity/event-generator,platform_engineer,medium,ecommerce,aws,pro,1,1,1,1,1,101
treatment,runtime_context_panel,WARNING,The docker client is executed in a container,busybox:latest,platform_engineer,medium,ecommerce,aws,pro,1,1,0,1,0,87
treatment,runtime_context_panel,ERROR,Container Drift Detected (open+create),busybox:latest,platform_engineer,medium,ecommerce,aws,pro,1,1,1,1,1,58
treatment,runtime_context_panel,ERROR,Modify binary dirs,falcosecurity/event-generator,platform_engineer,medium,ecommerce,aws,pro,1,1,0,1,0,80
treatment,runtime_context_panel,WARNING,Outbound Connection to C2 Servers,busybox:latest,platform_engineer,medium,ecommerce,aws,pro,1,1,0,1,0,78
treatment,runtime_context_panel,WARNING,Clear Log Activities,busybox:latest,platform_engineer,medium,ecommerce,aws,pro,2,2,0,1,0,69.5
treatment,runtime_context_panel,WARNING,Linux Kernel Module Injection Detected,busybox:latest,platform_engineer,medium,ecommerce,aws,pro,2,2,2,1,1,51
treatment,runtime_context_panel,ERROR,Write below root,falcosecurity/event-generator,platform_engineer,medium,ecommerce,aws,pro,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Write below binary dir,busybox:latest,platform_engineer,medium,ecommerce,aws,pro,1,1,1,1,1,92
treatment,runtime_context_panel,WARNING,The docker client is executed in a container,falcosecurity/event-generator,security_engineer,medium,ecommerce,aws,pro,1,1,1,1,1,16
treatment,runtime_context_panel,WARNING,Read sensitive file untrusted,busybox:latest,security_engineer,medium,ecommerce,aws,pro,1,1,0,1,0,3
treatment,runtime_context_panel,CRITICAL,Detect crypto miners using the Stratum protocol,falcosecurity/event-generator,security_engineer,medium,ecommerce,aws,pro,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Read Shell Configuration File,falcosecurity/event-generator,security_engineer,medium,ecommerce,aws,pro,1,1,1,1,1,18
treatment,runtime_context_panel,WARNING,Network Connection outside Local Subnet,busybox:latest,security_engineer,medium,ecommerce,aws,pro,1,1,1,1,1,108
treatment,runtime_context_panel,WARNING,Redirect STDOUT/STDIN to Network Connection in Container,busybox:latest,security_engineer,medium,ecommerce,aws,pro,2,2,2,1,1,82.5
treatment,runtime_context_panel,ERROR,Container Drift Detected (chmod),busybox:latest,security_engineer,medium,ecommerce,aws,pro,1,1,0,1,0,32
treatment,runtime_context_panel,CRITICAL,Detect crypto miners using the Stratum protocol,busybox:latest,security_engineer,medium,ecommerce,aws,pro,2,1,1,0.5,0.5,115
treatment,runtime_context_panel,ERROR,Mkdir binary dirs,falcosecurity/event-generator,security_engineer,medium,ecommerce,aws,pro,1,1,1,1,1,105
treatment,runtime_context_panel,WARNING,Search Private Keys or Passwords,busybox:latest,security_engineer,medium,ecommerce,aws,pro,1,1,1,1,1,45
treatment,runtime_context_panel,WARNING,Delete Bash History,busybox:latest,devops_engineer,medium,health,azure,pro,2,1,0,0.5,0,32
treatment,runtime_context_panel,ERROR,Launch Package Management Process in Container,busybox:latest,devops_engineer,medium,health,azure,pro,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,The docker client is executed in a container,busybox:latest,devops_engineer,medium,health,azure,pro,2,0,0,0,0,
treatment,runtime_context_panel,WARNING,Network Connection outside Local Subnet,busybox:latest,devops_engineer,medium,health,azure,pro,1,1,1,1,1,104
treatment,runtime_context_panel,ERROR,Create files below dev,falcosecurity/event-generator,devops_engineer,medium,health,azure,pro,1,1,0,1,0,52
treatment,runtime_context_panel,WARNING,Read Shell Configuration File,busybox:latest,devops_engineer,medium,health,azure,pro,1,1,1,1,1,70
treatment,runtime_context_panel,WARNING,Debugfs Launched in Privileged Container,busybox:latest,devops_engineer,medium,health,azure,pro,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Container Drift Detected (chmod),busybox:latest,security_engineer,medium,health,azure,pro,1,1,1,1,1,59
treatment,runtime_context_panel,CRITICAL,Detect crypto miners using the Stratum protocol,busybox:latest,security_engineer,medium,health,azure,pro,1,1,1,1,1,88
treatment,runtime_context_panel,ERROR,Container Drift Detected (open+create),busybox:latest,security_engineer,medium,health,azure,pro,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Read Shell Configuration File,busybox:latest,security_engineer,medium,health,azure,pro,1,1,0,1,0,95
treatment,runtime_context_panel,CRITICAL,Unprivileged Delegation of Page Faults Handling to a Userspace Process,busybox:latest,security_engineer,medium,health,azure,pro,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Write below root,busybox:latest,security_engineer,medium,health,azure,pro,1,1,1,1,1,55
treatment,runtime_context_panel,WARNING,Delete Bash History,busybox:latest,security_engineer,medium,health,azure,pro,1,1,1,1,1,44
treatment,runtime_context_panel,ERROR,Write below binary dir,busybox:latest,security_engineer,medium,health,azure,pro,1,1,1,1,1,27
treatment,runtime_context_panel,WARNING,Search Private Keys or Passwords,falcosecurity/event-generator,security_engineer,medium,health,azure,pro,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Debugfs Launched in Privileged Container,busybox:latest,platform_engineer,medium,health,azure,pro,1,1,0,1,0,46
treatment,runtime_context_panel,ERROR,Container Drift Detected (chmod),busybox:latest,platform_engineer,medium,health,azure,pro,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Linux Kernel Module Injection Detected,falcosecurity/event-generator,platform_engineer,medium,health,azure,pro,1,1,0,1,0,40
treatment,runtime_context_panel,WARNING,Netcat Remote Code Execution in Container,busybox:latest,platform_engineer,medium,health,azure,pro,1,1,1,1,1,23
treatment,runtime_context_panel,WARNING,Outbound or Inbound Traffic not to Authorized Server Process and Port,busybox:latest,platform_engineer,medium,health,azure,pro,1,1,1,1,1,87
treatment,runtime_context_panel,WARNING,Launch Disallowed Container,busybox:latest,platform_engineer,medium,health,azure,pro,1,1,0,1,0,15
treatment,runtime_context_panel,CRITICAL,Detect crypto miners using the Stratum protocol,busybox:latest,platform_engineer,medium,health,azure,pro,1,1,1,1,1,90
treatment,runtime_context_panel,ERROR,Container Drift Detected (chmod),falcosecurity/event-generator,platform_engineer,medium,health,azure,pro,1,1,1,1,1,16
treatment,runtime_context_panel,WARNING,Linux Kernel Module Injection Detected,busybox:latest,platform_engineer,medium,health,azure,pro,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Netcat Remote Code Execution in Container,falcosecurity/event-generator,platform_engineer,medium,health,azure,pro,1,1,1,1,1,98
treatment,runtime_context_panel,ERROR,Write below monitored dir,busybox:latest,platform_engineer,medium,health,azure,pro,1,1,0,1,0,92
treatment,runtime_context_panel,WARNING,Mount Launched in Privileged Container,busybox:latest,platform_engineer,enterprise,fintech,azure,enterprise,1,1,1,1,1,17
treatment,runtime_context_panel,WARNING,Linux Kernel Module Injection Detected,falcosecurity/event-generator,platform_engineer,enterprise,fintech,azure,enterprise,1,1,0,1,0,35
treatment,runtime_context_panel,ERROR,Write below rpm database,falcosecurity/event-generator,platform_engineer,enterprise,fintech,azure,enterprise,1,1,0,1,0,24
treatment,runtime_context_panel,WARNING,Delete Bash History,busybox:latest,platform_engineer,enterprise,fintech,azure,enterprise,3,3,2,1,0.66666666666666663,48.333333333333329
treatment,runtime_context_panel,WARNING,Network Connection outside Local Subnet,busybox:latest,platform_engineer,enterprise,fintech,azure,enterprise,1,1,0,1,0,64
treatment,runtime_context_panel,WARNING,Mount Launched in Privileged Container,falcosecurity/event-generator,platform_engineer,enterprise,fintech,azure,enterprise,1,1,1,1,1,92
treatment,runtime_context_panel,WARNING,Read sensitive file untrusted,falcosecurity/event-generator,platform_engineer,enterprise,fintech,azure,enterprise,1,1,0,1,0,40
treatment,runtime_context_panel,WARNING,Outbound or Inbound Traffic not to Authorized Server Process and Port,busybox:latest,platform_engineer,enterprise,fintech,azure,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,CRITICAL,Detect outbound connections to common miner pool ports,busybox:latest,platform_engineer,enterprise,fintech,azure,enterprise,1,1,0,1,0,27
treatment,runtime_context_panel,WARNING,Launch Disallowed Container,busybox:latest,platform_engineer,enterprise,fintech,azure,enterprise,1,1,0,1,0,55
treatment,runtime_context_panel,ERROR,Write below binary dir,falcosecurity/event-generator,platform_engineer,enterprise,fintech,azure,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Delete or rename shell history,falcosecurity/event-generator,devops_engineer,enterprise,fintech,azure,enterprise,1,1,1,1,1,109
treatment,runtime_context_panel,WARNING,The docker client is executed in a container,falcosecurity/event-generator,devops_engineer,enterprise,fintech,azure,enterprise,1,1,0,1,0,9
treatment,runtime_context_panel,WARNING,Launch Disallowed Container,busybox:latest,devops_engineer,enterprise,fintech,azure,enterprise,3,2,2,0.66666666666666663,0.66666666666666663,72.5
treatment,runtime_context_panel,ERROR,Create files below dev,busybox:latest,devops_engineer,enterprise,fintech,azure,enterprise,2,2,2,1,1,81.5
treatment,runtime_context_panel,WARNING,Linux Kernel Module Injection Detected,busybox:latest,devops_engineer,enterprise,fintech,azure,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Mkdir binary dirs,falcosecurity/event-generator,devops_engineer,enterprise,fintech,azure,enterprise,1,1,1,1,1,112
